title,team,location,city,state,posted_date,job_id,requisition_id,source,first_seen_date,last_seen_date,semantic_similarity,job_category,job_family,worker_type,schedule_type,company_name,education,country,url,description_short,description,company_code,requisition_company,requisition_company_code,job_function,job_location_type,search_type,tags,handicap_allowed,requirements,benefits,process
Analista de Administración,Administración y Secretarías,"Las Condes, Metropolitana, Chile",Las Condes,Metropolitana,2026-07-21,611937,4457452,falabella,2026-07-21,2026-08-08,0.4302,Administración y Secretarías,,Permanente (Indefinido),Full Time,Banco Falabella,,Chile,https://falabella.airavirtual.com/postula/a8evbNITWJQjcpMRorVK?logged_action=apply&register=true,,"Si eres una persona apasionada por la administración de procesos y la mejora continua, y motivado/a por tu desarrollo profesional y aprendizaje, ¡esta oportunidad es para ti!
¡En Banco Falabella nos encontramos en búsqueda de un/a Analista de Administración!
¿Cuál es la misión del cargo?
Brindar apoyo a la Gerencia de Administración y Finanzas en la gestión, control y seguimiento de los procesos administrativos de Digital Payments —facturación, órdenes de compra, proveedores, rendiciones y mantención— asegurando la correcta ejecución de cada etapa, el cumplimiento de los plazos y la trazabilidad de la información. 
Responsabilidades:
• Facturación: ejecutar la facturación precisa y oportuna, asegurando ingresos completos y cobrables; emisión de documentos ante el SII, validación y seguimiento. 
• Órdenes de compra (OC): administrar, controlar y aceptar OC, habilitar usuarios, verificar el cumplimiento de condiciones y mantener el registro oportuno en los sistemas correspondientes. 
• Proveedores: gestionar proveedores desde su alta hasta su evaluación, priorizando eficiencia, costos y continuidad operativa; apoyo en la gestión de contratos de servicios. 
• Rendición de gastos: controlar rendiciones y gastos corporativos, asegurando cumplimiento, visibilidad y uso eficiente de los recursos. 
• Mantención: gestionar tickets y requerimientos de proveedores y clientes, asegurando resolución oportuna y trazabilidad. 
• Gestión documental y reportería: mantener registros actualizados, controlar vencimientos y elaborar reportes administrativos asociados a los procesos bajo su responsabilidad.",cmr_falabella,Banco Falabella,cmr_falabella,,,,,1,"-Formación técnica o profesional en Administración, Contabilidad o carrera afín.
-1 a 2 años de experiencia en funciones administrativas y de gestión documental.
-Conocimientos en facturación, órdenes de compra y gestión de proveedores.
-Manejo intermedio de Excel y herramientas Microsoft Office.
-Deseable experiencia con SAP.",,"Súmate a nuestro equipo y se parte de la transformación de Falabella:
1. Postula a la oferta.
2. Revisa tu email."
Analista Financiero,"Finanzas, Control de Gestión y Contabilidad","Las Condes, Metropolitana, Chile",Las Condes,Metropolitana,2026-07-21,611571,4457701,falabella,2026-07-21,2026-08-08,0.3954,"Finanzas, Control de Gestión y Contabilidad",Especialista/Profesional - Tradicional (FCARG035) - Pleno (SCARG014),Permanente (Indefinido),Full Time,Falabella Corporativo,,Chile,https://falabella.airavirtual.com/postula/KztWawIJtEZ3YwbbwdCV?logged_action=apply&register=true,,"#SomosGrupoFalabella, te queremos contagiar de innovación, compromiso, grandes desafíos y por sobre todo un clima laboral entretenido y muy colaborativo.
Si eres una persona apasionada por las finanzas corporativas y el análisis estratégico, además de motivado/a por tu desarrollo profesional y aprendizaje, ¡esta oportunidad es para ti!
¡En Falabella Corporativo, nos encontramos en búsqueda de un/a Analista Financiero!
¿Cuál es la misión del cargo?
Analizar la información financiera de la compañía para apoyar la toma de decisiones estratégicas que permitan maximizar los beneficios del negocio, identificando oportunidades de mejora y generando información clave para distintos stakeholders dentro de la organización.
Responsabilidades:
- Desarrollar modelos financieros y generar análisis que aporten valor al negocio.
- Elaborar reportes e informes financieros identificando desviaciones y oportunidades de mejora.
- Participar en proyecciones financieras de flujo de caja, presupuesto, liquidez y gastos de capital.
- Analizar deuda financiera y apoyar iniciativas de optimización y eficiencia financiera.
- Investigar tendencias y generar insights que contribuyan a la estrategia financiera de la compañía.
- Colaborar con equipos y líderes de distintos negocios de la región, interactuando con stakeholders de alto nivel.",falabella_equipo_corporativo,Falabella SA Chile,falabella_sa_chile,Administración y Finanzas (FUN_01),CMAT,Mixta,,1,"-Título profesional de Ingeniería Comercial, Ingeniería Civil o carrera afín.
-Desde 1 año de experiencia en análisis financiero.
-Conocimientos en diagnóstico financiero, control presupuestario y modelamiento financiero.
-Inglés avanzado.
-Manejo avanzado de Excel y Power BI nivel intermedio o superior.
-Conocimiento de herramientas financieras como Bloomberg, RiskAmerica o similares.
-Experiencia utilizando ERP.
-Deseable experiencia en automatización de procesos e implementación de herramientas de IA.",,"El proceso de selección se realiza a través de Aira - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu email
 3. Ingresar a Aira y contestar las preguntas y/o pruebas solicitadas
 Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por email (a través de Aira) para seguir a la etapa presencial."
Asist. Servicio al Cliente y Ventas Sodimac HC Maipú PT25,Venta y Post Venta -  Personas (B2C),"Maipú, Metropolitana, Chile",Maipú,Metropolitana,2026-07-21,612010,4457982,falabella,2026-07-21,2026-08-08,0.3581,Venta y Post Venta -  Personas (B2C),,Temporal (Plazo Fijo),Part Time,Sodimac,,Chile,https://falabella.airavirtual.com/postula/zzOwkzeig9m4n5QXvlID?logged_action=apply&register=true,,"Asistente Servicio a Cliente y Ventas
¿Te gustaría aprender con los mejores y desarrollar todo tu potencial? Entonces, ¡esta oportunidad es para ti!
En Sodimac buscamos a nuestro próximo Asistente de Servicio a Clientes y Ventas para sumarse al equipo de nuestra tienda en Maipú. Tu principal responsabilidad es brindar un servicio de atención integral y de excelencia a nuestros clientes.
¡No pierdas más tiempo y postula! 
¿Qué desafíos encontrarás en esta posición?
 - Atender los requerimientos de clientes, asociados a productos, servicios y proyectos.
 - Atender y entregar a los clientes los productos generados por la venta a distancia a nivel Corporativo.
 - Revisar las órdenes de compra generadas por compras realizadas a través de Venta a Distancia, coordinando el pago de esta.
 - Gestionar soluciones correspondientes a requerimientos de los clientes, asociados a productos, servicios y proyectos.
 - Recibir y chequear los productos devueltos por los clientes.
 - Emitir y controlar notas de crédito por devolución de productos.
 - Realizar cotizaciones presenciales para Clientes.
 - Coordinar el traslado de productos desde el área de despacho.
¿Qué esperamos de ti? (requisitos mínimos)
• Ser mayor de 18 años
• Contar con Enseñanza Media completa
Exigencias del cargo
. Trabajo mayoritariamente realizado de pie",sodimac_chile,Sodimac Chile,sodimac_chile,Servicio al Cliente (FUN_17 ),Avda. Pajaritos 4444 - Maipu,Mixta,,1,"-Enseñanza Media Completa
-Deseable estudios Técnicos superiores completos.","Con la #ExperienciaFalabella disfrutarás de:
. Hasta 5 días libres (adicionales a las vacaciones, por año calendario).
. Día de cumpleaños libre.
. Día de navidad o año nuevo libre.
. Descuento en compras en tiendas Sodimac y en Falabella.com.
. Descuento en compras con beneficio costo cero más IVA.
. Aguinaldo de fiestas patrias y navidad.
. Caja de navidad.
. Bono de vacaciones.
. Bono de matrimonio o acuerdo de unión civil.
. Bono de natalidad o adopción.
. Bono escolaridad.
. Posibilidad de Becas de Estudio para trabajadores Premio a la excelencia académica para trabajadores y sus hijos.
. Almuerzo (casinos de la Compañía)
. Seguro complementario de salud, dental y catastrófico (costo compartido con empresa).
. Seguro de vida e invalidez.","El proceso de selección se realiza a través de AIRA - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu mail
 3. Ingresar a AIRA y contestar las preguntas y/o pruebas solicitadas
 Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por mail (a través de AIRA) para seguir a la etapa presencial."
Analista Desarrollo Operaciones,"Procesos, Estrategia y Tranformación Digital","Las Condes, Metropolitana, Chile",Las Condes,Metropolitana,2026-07-21,609667,4457688,falabella,2026-07-21,2026-08-08,0.4158,"Procesos, Estrategia y Tranformación Digital",,Temporal (Plazo Fijo),Full Time,Falabella Retail,,Chile,https://falabella.airavirtual.com/postula/2nFuEy4F2X5x1ovYlcLz?logged_action=apply&register=true,,"#SomosGrupoFalabella, te queremos contagiar de innovación, compromiso, grandes desafíos y por sobre todo un clima laboral entretenido y muy colaborativo!
Si eres una persona apasionada por la excelencia operacional y la mejora continua, y motivado/a por tu desarrollo profesional y aprendizaje, ¡esta oportunidad es para ti!
¡En Falabella Retail, nos encontramos en búsqueda de un/a Analista de Desarrollo Operaciones!
¿Cuál es la misión del cargo?
Asegurar la continuidad operacional de las tiendas a través de una gestión eficiente de requerimientos, incidencias y mejoras que contribuyan a optimizar la experiencia de clientes y colaboradores.
Responsabilidades:
- Gestionar y resolver requerimientos operativos provenientes de las tiendas.
- Coordinar y realizar seguimiento a incidencias con equipos internos y proveedores, asegurando una resolución oportuna.
- Analizar e identificar oportunidades de mejora en procesos y herramientas operativas, promoviendo la eficiencia y simplificación de la operación.
- Apoyar la implementación de iniciativas y proyectos operacionales en tiendas, velando por su correcta ejecución y adopción.
- Actuar como nexo entre las sucursales y las distintas áreas de soporte, facilitando la comunicación y continuidad de la operación.
Requisitos:
- Titulado/a de Administración o carrera afín.
- Experiencia laboral de 1 a 3 años en áreas de operaciones, soporte operativo o mejora continua.
- Experiencia coordinando requerimientos e incidencias con múltiples stakeholders.
- Manejo de Excel intermedio o avanzado.
- Capacidad analítica y orientación a la mejora de procesos.
- Deseable experiencia en implementación de proyectos operacionales y manejo de herramientas tecnológicas.
Esta oferta laboral se rige bajo la Ley N° 21.015, que incentiva la inclusión de personas con discapacidad al mundo laboral. En caso de que necesites algún ajuste razonable, por favor no dejes de aclararlo en tu postulación.
Beneficios:
- Seguro complementario.
- Días libres extra a tus vacaciones legales.
- Aguinaldos.
- Descuentos en nuestras tiendas con tu tarjeta CMR.
- Oportunidades de crecimiento profesional y aprendizaje.",falabella_retail_chile,Falabella Retail Chile,falabella_retail_chile,Negocio/Comercial (FUN_11 ),Oficina Central,Externa,,0,-Título profesional/técnico de Ingeniería en Administración o carreras afines,,"El proceso de selección se realiza a través de Aira - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu email
 3. Ingresar a Aira y contestar las preguntas y/o pruebas solicitadas
 Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por email (a través de Aira) para seguir a la etapa presencial."
Analista Administrativo de Devoluciones y Control Documental,Administración y Secretarías,"Santiago, Metropolitana, Chile",Santiago,Metropolitana,2026-07-21,611584,4458547,falabella,2026-07-22,2026-08-08,0.3824,Administración y Secretarías,,Permanente (Indefinido),Full Time,Tottus,Secretaría<br>Computación e Informática<br>Ing. Comercial / Economía / Adm. Empresas,Chile,https://falabella.airavirtual.com/postula/iKuiOQYGcJFc6nI5ge5Q?logged_action=apply&register=true,,"#SomosGrupoFalabella, te queremos contagiar de innovación, compromiso, grandes desafíos y por sobre todo un clima laboral entretenido y muy colaborativo!
Si eres una persona apasionada por la gestión administrativa y el control documental, y motivado/a por tu desarrollo profesional y aprendizaje, ¡esta oportunidad es para ti!
¡En Tottus, nos encontramos en búsqueda de un/a Analista Administrativo/a !
¿Cuál es la misión del cargo?
Gestionar y controlar guías de devolución de mercaderías, apoyar la gestión diaria de valijas y encomiendas, además de ejecutar labores administrativas que contribuyan al correcto funcionamiento del área.
Responsabilidades:
• Gestionar y controlar las guías de devolución de mercaderías, verificando su correcta validación y manteniendo información actualizada y consistente.
• Coordinar con áreas como Cuentas por Pagar, Control de Inventarios y Tiendas para asegurar una gestión eficiente de la documentación.
• Elaborar reportes de seguimiento y control relacionados con guías de devolución pendientes y montos asociados.
• Apoyar en la recepción, clasificación y despacho de valijas y encomiendas, realizando el registro correspondiente en los sistemas definidos.
• Ejecutar labores administrativas de apoyo requeridas por el área.",tottus,Tottus Chile,tottus,Administración y Finanzas (FUN_01),Presencial en Of. de Apoyo,Mixta,,1,"-Estudios técnicos y/o profesionales Administración de Empresas, Contabilidad, informática
-Al menos 1 año de experiencia en funciones administrativas, control documental o cargos de analista.
-Manejo de Excel intermedio (excluyente).
-Experiencia o conocimientos en procesos administrativos y contables.
-Deseable Power BI (no excluyente)
-Experiencia en funciones administrativas en el sector Retail y/o Consumo Masivo","- Seguro médico
- Día de cumpleaños
- Subsidio escolar para hijos
- Licencia parental adicional
- Capacitaciones y cursos
- Descuentos en productos
- Préstamos financieros
- Préstamos financieros","El proceso de selección se realiza a través de Aira - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu email
 3. Ingresar a Aira y contestar las preguntas y/o pruebas solicitadas
 Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por email (a través de Aira) para seguir a la etapa presencial."
Coordinador/a Sostenibilidad,"Comunicación, Periodismo y Relaciones Públicas","Las Condes, Metropolitana, Chile",Las Condes,Metropolitana,2026-07-21,611838,4458492,falabella,2026-07-21,2026-08-08,0.3054,"Comunicación, Periodismo y Relaciones Públicas",,Permanente (Indefinido),Full Time,Falabella Retail,Antropología<br>Arqueología<br>Ciencias Políticas<br>Ciencias Religiosas<br>Filosofía<br>Psicología<br>Sociología<br>Trabajo Social<br>Ing. Comercial / Economía / Adm. Empresas<br>Pedagogía,Chile,https://falabella.airavirtual.com/postula/3A8IDf7sUm4ux9blWjut?logged_action=apply&register=true,,"#SomosGrupoFalabella, te queremos contagiar de innovación, compromiso, grandes desafíos y por sobre todo un clima laboral entretenido y muy colaborativo! 
Si eres una persona apasionada por la sostenibilidad social y la diversidad e inclusión, y motivado/a por tu desarrollo profesional y aprendizaje, ¡esta oportunidad es para ti!
¡En Falabella Retail, nos encontramos en búsqueda de un/a Coordinador/a de Sostenibilidad. 
¿Cuál es la misión del cargo?
Coordinar e implementar la agenda social de la estrategia de sostenibilidad de Falabella Retail, con foco en diversidad, equidad e inclusión, el proyecto Fuertes y Fantásticas y la gestión de donaciones. El rol busca asegurar la ejecución ordenada de los programas, la articulación con áreas internas y aliados estratégicos, el seguimiento de resultados y la generación de evidencia que permita robustecer el impacto social de la compañía.
Responsabilidades:
• Coordinar la ejecución de la estrategia de diversidad, equidad e inclusión de la compañía, alineada con los lineamientos corporativos y las necesidades del negocio.
• Diseñar, implementar y dar seguimiento a políticas, procedimientos e iniciativas que promuevan un entorno inclusivo, con foco en la Norma Chilena 3262.
• Articular con líderes y equipos internos para impulsar prácticas de diversidad e inclusión en los distintos procesos de gestión de personas.
• Coordinar comités, grupos de trabajo, capacitaciones y actividades de sensibilización relacionadas con diversidad, equidad e inclusión.
• Monitorear indicadores y generar reportes sobre el avance y cumplimiento de los objetivos de la agenda de diversidad e inclusión.
• Gestionar el programa Fuertes y Fantásticas, coordinando la participación de beneficiarias, organizaciones aliadas, instancias de formación, mentorías y voluntariado.
• Asegurar la correcta planificación, ejecución y seguimiento de las iniciativas sociales bajo su responsabilidad.
• Gestionar solicitudes de donaciones, coordinando su evaluación, aprobación, implementación y seguimiento.
• Mantener registros actualizados de donaciones, beneficiarios, programas sociales y actividades de voluntariado.
• Investigar tendencias y buenas prácticas en diversidad, inclusión, empleabilidad, empoderamiento femenino y sostenibilidad social.
• Colaborar con áreas internas y aliados estratégicos para fortalecer la cultura inclusiva y maximizar el impacto social de la compañía.
• Representar a Falabella Retail en instancias relacionadas con sostenibilidad, diversidad, equidad e inclusión.",falabella_retail_chile,Falabella Retail Chile,falabella_retail_chile,Marketing (FUN_10 ),Oficina Central,Mixta,,1,"-Formación profesional en Sociología, Ciencia Política, Trabajo Social, Psicología, Educación
-Al menos 2 años de experiencia coordinando iniciativas relacionadas con sostenibilidad social.(Excl)
-Contar con conocimiento de Ley de Inclusión, Norma Chilena 3262 y temáticas de empleabilidad.(Excl.)
-Al menos 2 años de experiencia en impulsar iniciativas y asegurar la ejecución de proyectos.
-Manejo de Microsoft Office, especialmente PowerPoint. (Excluyente)
-Interés y conocimiento en uso de herramientas de Inteligencia Artificial.
-Manejo de Excel intermedio (excluyente).",,"El proceso de selección se realiza a través de Aira - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu email
 3. Ingresar a Aira y contestar las preguntas y/o pruebas solicitadas
 Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por email (a través de Aira) para seguir a la etapa presencial."
Data Engineer,Tecnología e Informática,"Santiago, Metropolitana, Chile",Santiago,Metropolitana,2026-07-21,612108,4458622,falabella,2026-07-22,2026-08-08,0.413,Tecnología e Informática,,Permanente (Indefinido),Full Time,Banco Falabella,Computación e Informática<br>Conectividad y Redes<br>Programación Diseño Web y UX<br>Sistemas<br>Telecomunicaciones,Chile,https://falabella.airavirtual.com/postula/Ay78vGX72R9lGUueu6jz?logged_action=apply&register=true,,"¿Te animas a ser parte de Banco Falabella? Para nosotros cada día es diferente, trabajamos con compromiso, innovación y en equipo. Si eres alguien que se apasiona por el trabajo dinámico y desafíos, ¡Esta es tu oportunidad de hacer que las cosas pasen!
1. Soporte correctivo y evolutivo de productos de datos:
Atender, analizar y resolver incidencias asociadas a pipelines, procesos ELT/ETL, modelos de datos y productos publicados en el Data Lake.
Ejecutar mantenciones evolutivas sobre pipelines y modelos existentes.
Participar en la gestión de soporte N2/N3.
2. Mantención y evolución de pipelines de datos
Diseñar, mantener y optimizar pipelines de datos en Google Cloud Platform.
Implementar y ajustar procesos de ingesta, transformación, validación y carga de datos.
Mejorar la eficiencia, performance, costos y estabilidad de los pipelines.
3. Modelamiento y mantención del Data Lake
Modelar, mantener y evolucionar entidades de datos en BigQuery.
Asegurar que los modelos de datos respondan a las necesidades de negocio.
Mantener alineación con estándares de arquitectura, gobierno, calidad, linaje y seguridad.
4. Monitoreo, observabilidad y acciones preventivas
Apoyar el monitoreo de pipelines críticos y cumplimiento de SLA/OLA.
Proponer e implementar acciones preventivas para reducir fallas e incidentes.
Generar mejoras en alertamiento, documentación operacional y reportes de salud.
5. Automatización del soporte y uso de IA
Identificar oportunidades para automatizar tareas recurrentes del soporte.
6. Relación con usuarios de negocio y áreas técnicas
Interactuar con usuarios de BI, Canales y Financiera.
Mantener comunicación efectiva con áreas técnicas.
Documentar acuerdos, criterios de aceptación, impactos y cambios realizados.
7. Documentación, versionamiento y handover
Mantener documentación técnica y operativa.
Gestionar código y cambios mediante herramientas de versionamiento.
Apoyar handovers hacia Producción y soporte N1.",cmr_falabella,Banco Falabella,cmr_falabella,,,,,1,"-Ingeniero informático, Analista de Sistemas o carrera afín.
-03 años de experiencia en roles similares.
-Experiencia implementando y manteniendo procesos de ingesta y transformación de datos (ELT/ETL).
-Conocimiento en monitoreo, análisis de causa raíz, optimización de procesos y acciones preventivas.
-Participación en equipos ágiles (células) bajo Scrum.
-Experiencia en modelamiento de datos para Data Lake / Data Warehouse.
-Google Cloud Platform (GCP) orientado a datos: BigQuery, Cloud Storage, Pub/Sub, Dataflow.
-Orquestación de procesos con Airflow / Cloud Composer.
-SQL avanzado (diseño, optimización, particiones/cluster, performance en BigQuery).
-Python para automatización, transformaciones y soporte de pipelines.",,"Súmate a nuestro equipo y se parte de la transformación de Falabella:
1. Postula a la oferta.
2. Revisa tu email."
Asistente de Bodega Calzado Dama / Part Time S/D /Falabella Parque Arauco,"Logística, Compras y Abastecimiento","Las Condes, Metropolitana, Chile",Las Condes,Metropolitana,2026-07-20,611550,4456844,falabella,2026-07-20,2026-09-06,0.3895,"Logística, Compras y Abastecimiento",,Temporal (Plazo Fijo),Part Time,Falabella Retail,,Chile,https://falabella.airavirtual.com/postula/Y7f8wlryJAf4O0RPVQD8?logged_action=apply&register=true,,"Cuando nos preguntan por qué somos la empresa de retail líder en Chile y Latinoamérica la respuesta es simple, es porque nuestros equipos se componen de personas apasionadas con una misión clara: “Simplificar y disfrutar más la vida”
¡Hoy nuestra Tienda de Parque Arauco está incompleta y buscamos a nuestro próximo/a Asistente de Bodega! Así que si estás en búsqueda de nuevas oportunidades laborales, sigue leyendo, porque esto podría ser para ti…
El objetivo principal de este cargo es recibir, almacenar, mantener el orden y entregar los productos que ingresen a las bodegas, haciendo uso eficiente de los espacios, con el fin de facilitar el surtido de mercadería en el piso de ventas.
¿Te sumas al desafío?
Tus funciones serán:
· Recibir y almacenar los productos en bodega, verificando que la mercadería recepcionada coincida con la documentación de respaldo.
· Alocar productos en posiciones sistémicas mediante uso de herramientas tecnológicas
· Surtir productos al piso de ventas según reportes de reposición.
· Efectuar toma de inventario e ingresar información al sistema.
· Rastrear productos perdidos para facilitar que sean localizados.
· Ofrecer productos alternativos en que caso de que los requeridos no se encuentren en stock.
· Verificar códigos de productos y guías al momento de realizar la entrega, a fin de mantener control de la mercadería que sale de bodega.
· Entregar productos dañados al área de abastecimiento para de evitar acumulación de productos.
· Mantener planilla actualizada de productos de alto valor entregados a vendedores.
¿Qué te parece hasta ahora?
Postular es simple, solo debes:
· Tener certificado de Enseñanza Media Completa.
· Contar con residencia definitiva o temporaria, con certificado que acredite tramitación de visa definitiva.
· Suma puntos a tu postulación si tienes experiencia en retail y en cargos similares! (Asistente de Bodega, Bodeguero/a, Auxiliar de Abastecimiento, entre otros similares).
¿No logramos convencerte? ¡No te preocupes! Te mostramos algunos de nuestros muchos beneficios (al pasar a contrato indefinido*):
· Seguro Complementario de Salud
· Descuento en compras con Tarjeta CMR Institucional
· Convenio con gimnasios y centros de entretenimiento
· Descuento en clínicas dentales, oftalmológicas, entre otros.
· Descuentos en Centros Educacionales
· ¡Oportunidades de crecimiento dentro de la empresa!
¿Qué esperas? Postula aquí y tendrás la oportunidad de ser él o la protagonista de grandes transformaciones.
Se parte del cambio ¡Te esperamos!
Esta oferta laboral se rige bajo la Ley N° 21.015, que incentiva la inclusión de personas con discapacidad al mundo laboral. En caso de que necesites algún ajuste razonable, por favor no dejes de aclararlo en tu postulación.",falabella_retail_chile,Falabella Retail Chile,falabella_retail_chile,Ventas (FUN_19 ),Tienda,Externa,,1,"-Enseñanza Media Completa
-Mayor de 18 años
-Experiencia en Bodega o Reposición",,"El proceso de selección se realiza a través de Aira - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu email
 3. Ingresar a Aira y contestar las preguntas y/o pruebas solicitadas
 Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por email (a través de Aira) para seguir a la etapa presencial."
Asistente de Bodega 42 horas / Rotativo 5x2 / Falabella Costanera,"Logística, Compras y Abastecimiento","Providencia, Metropolitana, Chile",Providencia,Metropolitana,2026-07-20,611551,4456498,falabella,2026-07-20,2026-09-06,0.371,"Logística, Compras y Abastecimiento",,Temporal (Plazo Fijo),Full Time,Falabella Retail,,Chile,https://falabella.airavirtual.com/postula/TNiJcHV0Y6ERqtRP6hX0?logged_action=apply&register=true,,"Cuando nos preguntan por qué somos la empresa de retail líder en Chile y Latinoamérica la respuesta es simple, es porque nuestros equipos se componen de personas apasionadas con una misión clara: “Simplificar y disfrutar más la vida”
¡Hoy nuestra Tienda de Costanera está incompleta y buscamos a nuestro próximo/a Asistente de Bodega! Así que si estás en búsqueda de nuevas oportunidades laborales, sigue leyendo, porque esto podría ser para ti…
El objetivo principal de este cargo es recibir, almacenar, mantener el orden y entregar los productos que ingresen a las bodegas, haciendo uso eficiente de los espacios, con el fin de facilitar el surtido de mercadería en el piso de ventas.
¿Te sumas al desafío?
Tus funciones serán:
· Recibir y almacenar los productos en bodega, verificando que la mercadería recepcionada coincida con la documentación de respaldo.
· Alocar productos en posiciones sistémicas mediante uso de herramientas tecnológicas
· Surtir productos al piso de ventas según reportes de reposición.
· Efectuar toma de inventario e ingresar información al sistema.
· Rastrear productos perdidos para facilitar que sean localizados.
· Ofrecer productos alternativos en que caso de que los requeridos no se encuentren en stock.
· Verificar códigos de productos y guías al momento de realizar la entrega, a fin de mantener control de la mercadería que sale de bodega.
· Entregar productos dañados al área de abastecimiento para de evitar acumulación de productos.
· Mantener planilla actualizada de productos de alto valor entregados a vendedores.
¿Qué te parece hasta ahora?
Postular es simple, solo debes:
· Tener certificado de Enseñanza Media Completa.
· Contar con residencia definitiva o temporaria, con certificado que acredite tramitación de visa definitiva.
· Suma puntos a tu postulación si tienes experiencia en retail y en cargos similares! (Asistente de Bodega, Bodeguero/a, Auxiliar de Abastecimiento, entre otros similares).
¿No logramos convencerte? ¡No te preocupes! Te mostramos algunos de nuestros muchos beneficios (al pasar a contrato indefinido*):
· Seguro Complementario de Salud
· Descuento en compras con Tarjeta CMR Institucional
· Convenio con gimnasios y centros de entretenimiento
· Descuento en clínicas dentales, oftalmológicas, entre otros.
· Descuentos en Centros Educacionales
· ¡Oportunidades de crecimiento dentro de la empresa!
¿Qué esperas? Postula aquí y tendrás la oportunidad de ser él o la protagonista de grandes transformaciones.
Se parte del cambio ¡Te esperamos!
Esta oferta laboral se rige bajo la Ley N° 21.015, que incentiva la inclusión de personas con discapacidad al mundo laboral. En caso de que necesites algún ajuste razonable, por favor no dejes de aclararlo en tu postulación.",falabella_retail_chile,Falabella Retail Chile,falabella_retail_chile,Ventas (FUN_19 ),Tienda,Mixta,,1,"-Enseñanza Media Completa
-Mayor de 18 años
-Experiencia en Bodega o Reposición",,"El proceso de selección se realiza a través de AIRA plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu email
 3. Ingresar a AIRA y contestar las preguntas y/o pruebas solicitadas
Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por correo (a través de AIRA) para coordinar una entrevista con nuestro equipo de Atracción de Talento."
"Ejecutivo/a Retención de Clientes, FT, Seguros Vida",Venta y Post Venta -  Personas (B2C),"Ñuñoa, Metropolitana, Chile",Ñuñoa,Metropolitana,2026-07-20,597474,4457033,falabella,2026-07-20,2026-09-06,0.3411,Venta y Post Venta -  Personas (B2C),,Permanente (Indefinido),Full Time,Seguros Falabella,,Chile,https://falabella.airavirtual.com/postula/ujsYTqsP1xV6aLiMRlz2?logged_action=apply&register=true,,"Debe atender y asesorar a sus clientes siguiendo las pautas de calidad establecidas, logrando una experiencia positiva en cada contacto. Ademas, debe retener a los clientes, mediante el asesoramiento en las coberturas y/o asistencias de los seguros contratados. Generar cambio de producto cuando no sea posible retener con la misma póliza, haciendo el seguimiento hasta lograr la nueva venta. Debe autogestionar los kpis que se establecen para el cumplimiento de su funcion, solicitando las capacitaciones adicionales que sean necesarias para avanzar en su desarrollo. Es responsable de su autodesarrollo, para lo cual debe cumplir con la malla formativa que se le asigne.",seguros_falabella,Seguros Falabella,seguros_falabella,Servicio al Cliente (FUN_17 ),Oficina Central,Mixta,,1,"-Experiencia en ventas o retención de Seguros
-Experiencia en Call Center
-Alta motivación y capacidad de adaptación
-Ser persuasivo y comercial","- Seguro médico
- Descuentos en productos
- Subsidio educativo","El proceso de selección se realiza a través de Aira - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.
 Para postular solo necesitas:
 1. Postular a la oferta
 2. Revisar tu email
 3. Ingresar a Aira y contestar las preguntas y/o pruebas solicitadas
 Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por email (a través de Aira) para seguir a la etapa presencial."
